name,recclass,mass,year,longitude,latitude,country,continent
Yamato 791661,L4,114.1,1979,not found,not found,not found,not found
Yamato 791662,L4,89.57,1979,not found,not found,not found,not found
Yamato 791663,H4,50.42,1979,not found,not found,not found,not found
Yamato 791664,H4,45.54,1979,not found,not found,not found,not found
Yamato 791665,H4,20.15,1979,not found,not found,not found,not found
Yamato 791666,H4,9.94,1979,not found,not found,not found,not found
Yamato 791667,H4,0.45,1979,not found,not found,not found,not found
Yamato 791668,LL4,732,1979,not found,not found,not found,not found
Yamato 791669,L4,334.85,1979,not found,not found,not found,not found
Yamato 791670,L4,541.72,1979,not found,not found,not found,not found
Yamato 791671,L4,13.29,1979,not found,not found,not found,not found
Yamato 791672,L4,5.13,1979,not found,not found,not found,not found
Yamato 791673,H4,2.64,1979,not found,not found,not found,not found
Yamato 791674,L4,50.1,1979,not found,not found,not found,not found
Yamato 791675,L4,27.85,1979,not found,not found,not found,not found
Yamato 791676,L4,10.36,1979,not found,not found,not found,not found
Yamato 791677,L4,473.05,1979,not found,not found,not found,not found
Yamato 791678,L4,259.1,1979,not found,not found,not found,not found
Yamato 791679,L4,18.46,1979,not found,not found,not found,not found
Yamato 791680,L4,284.98,1979,not found,not found,not found,not found
Yamato 791681,L4,71.07,1979,not found,not found,not found,not found
Yamato 791682,L4,123.73,1979,not found,not found,not found,not found
Yamato 791683,L4,96.6,1979,not found,not found,not found,not found
Yamato 791684,H5,33.01,1979,not found,not found,not found,not found
Yamato 791685,H5,27.02,1979,not found,not found,not found,not found
Yamato 791686,H5,19.03,1979,not found,not found,not found,not found
Yamato 791687,H5,6.82,1979,not found,not found,not found,not found
Yamato 791688,H5,5.67,1979,not found,not found,not found,not found
Yamato 791689,H5,2.68,1979,not found,not found,not found,not found
Yamato 791690,H5,2.26,1979,not found,not found,not found,not found
Yamato 791691,H5,1.06,1979,not found,not found,not found,not found
Yamato 791692,H5,0.4,1979,not found,not found,not found,not found
Yamato 791694,"Iron, IAB complex",70.89,1979,not found,not found,not found,not found
Yamato 791695,L4,352.1,1979,not found,not found,not found,not found
Yamato 791696,LL6,0.81,1979,not found,not found,not found,not found
Yamato 791697,L4,1.44,1979,not found,not found,not found,not found
Yamato 791699,H4,2.91,1979,not found,not found,not found,not found
Yamato 791700,L6,1.39,1979,not found,not found,not found,not found
Yamato 791703,L4,25.48,1979,not found,not found,not found,not found
Yamato 791704,L4,93.1,1979,not found,not found,not found,not found
Yamato 791705,L4,172.47,1979,not found,not found,not found,not found
Yamato 791706,L4,341.1,1979,not found,not found,not found,not found
Yamato 791708,L4,126.98,1979,not found,not found,not found,not found
Yamato 791709,L4,174.32,1979,not found,not found,not found,not found
Yamato 791710,L4,1607,1979,not found,not found,not found,not found
Yamato 791711,L4,28.91,1979,not found,not found,not found,not found
Yamato 791712,L4,14.24,1979,not found,not found,not found,not found
Yamato 791713,L4,2.79,1979,not found,not found,not found,not found
Yamato 791714,L4,3.59,1979,not found,not found,not found,not found
Yamato 791715,L5,13.39,1979,not found,not found,not found,not found
Yamato 791716,H4,193.21,1979,not found,not found,not found,not found
Yamato 791717,CO3.3,25322,1979,not found,not found,not found,not found
Yamato 791718,CO3,184.01,1979,not found,not found,not found,not found
Yamato 791719,CO3,170.69,1979,not found,not found,not found,not found
Yamato 791720,CO3,117.52,1979,not found,not found,not found,not found
Yamato 791721,CO3,9.8,1979,not found,not found,not found,not found
Yamato 791722,CO3,8.95,1979,not found,not found,not found,not found
Yamato 791723,CO3,7.13,1979,not found,not found,not found,not found
Yamato 791724,CO3,3.61,1979,not found,not found,not found,not found
Yamato 791725,CO3,47.07,1979,not found,not found,not found,not found
Yamato 791726,H4,4.98,1979,not found,not found,not found,not found
Yamato 791727,L4,18.17,1979,not found,not found,not found,not found
Yamato 791728,H4,48.2,1979,not found,not found,not found,not found
Yamato 791729,H4,51.3,1979,not found,not found,not found,not found
Yamato 791730,H4,34.8,1979,not found,not found,not found,not found
Yamato 791731,H4,24.83,1979,not found,not found,not found,not found
Yamato 791732,H4,25.52,1979,not found,not found,not found,not found
Yamato 791733,H4,15.59,1979,not found,not found,not found,not found
Yamato 791734,H4,19.47,1979,not found,not found,not found,not found
Yamato 791735,H4,11.79,1979,not found,not found,not found,not found
Yamato 791736,H4,14.61,1979,not found,not found,not found,not found
Yamato 791737,H4,15.34,1979,not found,not found,not found,not found
Yamato 791738,H4,9.38,1979,not found,not found,not found,not found
Yamato 791739,H4,8.42,1979,not found,not found,not found,not found
Yamato 791740,H4,14.54,1979,not found,not found,not found,not found
Yamato 791741,H4,11.23,1979,not found,not found,not found,not found
Yamato 791742,H4,1.84,1979,not found,not found,not found,not found
Yamato 791743,L6,16.63,1979,not found,not found,not found,not found
Yamato 791744,L5,20.73,1979,not found,not found,not found,not found
Yamato 791745,CO3,17.62,1979,not found,not found,not found,not found
Yamato 791746,CO3,8.59,1979,not found,not found,not found,not found
Yamato 791747,CO3,5.84,1979,not found,not found,not found,not found
Yamato 791748,CO3,8.33,1979,not found,not found,not found,not found
Yamato 791749,H5,2.01,1979,not found,not found,not found,not found
Yamato 791750,L4,83.53,1979,not found,not found,not found,not found
Yamato 791751,L4,23.72,1979,not found,not found,not found,not found
Yamato 791752,L4,12.88,1979,not found,not found,not found,not found
Yamato 791753,L4,13.64,1979,not found,not found,not found,not found
Yamato 791754,L4,9.25,1979,not found,not found,not found,not found
Yamato 791755,L4,7.7,1979,not found,not found,not found,not found
Yamato 791756,L4,3.72,1979,not found,not found,not found,not found
Yamato 791757,L4,3.83,1979,not found,not found,not found,not found
Yamato 791758,L4,3.66,1979,not found,not found,not found,not found
Yamato 791759,L4,3.17,1979,not found,not found,not found,not found
Yamato 791760,L4,3.8,1979,not found,not found,not found,not found
Yamato 791761,L4,3.81,1979,not found,not found,not found,not found
Yamato 791762,L4,4.06,1979,not found,not found,not found,not found
Yamato 791763,L4,1.91,1979,not found,not found,not found,not found
Yamato 791764,L4,1.59,1979,not found,not found,not found,not found
Yamato 791765,L4,1.33,1979,not found,not found,not found,not found
Yamato 791766,L4,1.29,1979,not found,not found,not found,not found
Yamato 791767,L4,1.31,1979,not found,not found,not found,not found
Yamato 791768,L4,1.25,1979,not found,not found,not found,not found
Yamato 791769,L4,0.94,1979,not found,not found,not found,not found
Yamato 791770,L4,1.58,1979,not found,not found,not found,not found
Yamato 791771,L6,156.43,1979,not found,not found,not found,not found
Yamato 791772,L6,7.18,1979,not found,not found,not found,not found
Yamato 791773,L6,4.14,1979,not found,not found,not found,not found
Yamato 791774,H6,37.5,1979,not found,not found,not found,not found
Yamato 791775,H6,110.58,1979,not found,not found,not found,not found
Yamato 791776,H6,2543,1979,not found,not found,not found,not found
Yamato 791777,H6,43.81,1979,not found,not found,not found,not found
Yamato 791778,H6,7.74,1979,not found,not found,not found,not found
Yamato 791779,H6,6.08,1979,not found,not found,not found,not found
Yamato 791780,H6,2.98,1979,not found,not found,not found,not found
Yamato 791781,L6,409.53,1979,not found,not found,not found,not found
Yamato 791782,L6,17.73,1979,not found,not found,not found,not found
Yamato 791783,H5,323.21,1979,not found,not found,not found,not found
Yamato 791784,H5,44.07,1979,not found,not found,not found,not found
Yamato 791785,H5,8826,1979,not found,not found,not found,not found
Yamato 791786,L5,64.47,1979,not found,not found,not found,not found
Yamato 791787,H4,37.38,1979,not found,not found,not found,not found
Yamato 791788,L6,21.68,1979,not found,not found,not found,not found
Yamato 791789,L6,2.55,1979,not found,not found,not found,not found
Yamato 791790,EH3,31.65,1979,not found,not found,not found,not found
Yamato 791791,H4,45.46,1979,not found,not found,not found,not found
Yamato 791792,H5,2.78,1979,not found,not found,not found,not found
Yamato 791793,H4,53.14,1979,not found,not found,not found,not found
Yamato 791794,H4,11.31,1979,not found,not found,not found,not found
Yamato 791795,H4,8.39,1979,not found,not found,not found,not found
Yamato 791796,H4,6.31,1979,not found,not found,not found,not found
Yamato 791797,H4,4.22,1979,not found,not found,not found,not found
Yamato 791798,H4,3.78,1979,not found,not found,not found,not found
Yamato 791799,H4,1.08,1979,not found,not found,not found,not found
Yamato 791800,H4,12.17,1979,not found,not found,not found,not found
Yamato 791801,H4,27.84,1979,not found,not found,not found,not found
Yamato 791802,L4,58.89,1979,not found,not found,not found,not found
Yamato 791803,L4,11.07,1979,not found,not found,not found,not found
Yamato 791804,L4,9.32,1979,not found,not found,not found,not found
Yamato 791805,H4,15.18,1979,not found,not found,not found,not found
Yamato 791806,H5,11.88,1979,not found,not found,not found,not found
Yamato 791810,EH4,39.64,1979,not found,not found,not found,not found
Yamato 791811,EH4,30.05,1979,not found,not found,not found,not found
Yamato 791812,EH4,4.3,1979,not found,not found,not found,not found
Yamato 791814,H4,5.44,1979,not found,not found,not found,not found
Yamato 791815,H4,3.24,1979,not found,not found,not found,not found
Yamato 791816,H4,5.13,1979,not found,not found,not found,not found
Yamato 791817,H4,3.68,1979,not found,not found,not found,not found
Yamato 791818,H4,1.32,1979,not found,not found,not found,not found
Yamato 791819,H4,0.62,1979,not found,not found,not found,not found
Yamato 791820,H5,572.12,1979,not found,not found,not found,not found
Yamato 791821,H5,662,1979,not found,not found,not found,not found
Yamato 791822,H5,11.58,1979,not found,not found,not found,not found
Yamato 791823,H5,8.72,1979,not found,not found,not found,not found
Yamato 791824,CM2,23.28,1979,not found,not found,not found,not found
Yamato 791825,CM2,29.15,1979,not found,not found,not found,not found
Yamato 791826,Eucrite-pmict,115.35,1979,not found,not found,not found,not found
Yamato 791827,R4,9.02,1979,not found,not found,not found,not found
Yamato 791828,L3.9,841,1979,not found,not found,not found,not found
Yamato 791829,Diogenite,9.27,1979,not found,not found,not found,not found
Yamato 791830,H5,16.18,1979,not found,not found,not found,not found
Yamato 791831,L5,14.73,1979,not found,not found,not found,not found
Yamato 791832,L5,105.87,1979,not found,not found,not found,not found
Yamato 791833,L5,116.35,1979,not found,not found,not found,not found
Yamato 791834,Eucrite-pmict,11.39,1979,not found,not found,not found,not found
Yamato 791835,LL3.7,23.8,1979,not found,not found,not found,not found
Yamato 791836,Iron,4.29,1979,not found,not found,not found,not found
Yamato 791837,H4,12.52,1979,not found,not found,not found,not found
Yamato 791838,Diogenite,16,1979,not found,not found,not found,not found
Yamato 791839,Ureilite,5.8,1979,not found,not found,not found,not found
Yamato 791840,L4,309.55,1979,not found,not found,not found,not found
Yamato 791841,L5,7.19,1979,not found,not found,not found,not found
Yamato 791842,H4,10.9,1979,not found,not found,not found,not found
Yamato 791843,L3,7.55,1979,not found,not found,not found,not found
Yamato 791844,L5,161.34,1979,not found,not found,not found,not found
Yamato 791845,H6,1559,1979,not found,not found,not found,not found
Yamato 791846,L4,34.93,1979,not found,not found,not found,not found
Yamato 791847,L6,6.86,1979,not found,not found,not found,not found
Yamato 791848,H5,2.95,1979,not found,not found,not found,not found
Yamato 791849,H5,41.57,1979,not found,not found,not found,not found
Yamato 791850,H5,14.17,1979,not found,not found,not found,not found
Yamato 791851,L5,13.86,1979,not found,not found,not found,not found
Yamato 791852,L5,4.61,1979,not found,not found,not found,not found
Yamato 791853,Mesosiderite,1.38,1979,not found,not found,not found,not found
Yamato 791854,E3,0.87,1979,not found,not found,not found,not found
Yamato 791855,L6,8.36,1979,not found,not found,not found,not found
Yamato 791856,H3.3,26.11,1979,not found,not found,not found,not found
Yamato 791857,H4,116.34,1979,not found,not found,not found,not found
Yamato 791858,H6,2.14,1979,not found,not found,not found,not found
Yamato 791859,H5,57.2,1979,not found,not found,not found,not found
Yamato 791860,H5,25.16,1979,not found,not found,not found,not found
Yamato 791861,H6,256.74,1979,not found,not found,not found,not found
Yamato 791862,H6,80.91,1979,not found,not found,not found,not found
Yamato 791863,H6,27.15,1979,not found,not found,not found,not found
Yamato 791864,H6,10.91,1979,not found,not found,not found,not found
